"full_name","description","html_url","language","stargazers_count","forks_count","created_at","updated_at"
"0xapt/awesome-bbht","A bash script that will automatically install a list of bug hunting tools that I find interesting for recon, exploitation, etc. (minus burp) For Ubuntu/Debain.","https://github.com/0xapt/awesome-bbht","Shell","565","104","2020-01-20T21:10:45Z","2025-05-16T21:30:00Z"
"nahamsec/bbht","A script to set up a quick Ubuntu 17.10 x64 box with tools I use. ","https://github.com/nahamsec/bbht","Shell","1196","439","2017-11-16T21:08:38Z","2025-05-13T14:59:32Z"
"rsmudge/Malleable-C2-Profiles","Malleable C2 is a domain specific language to redefine indicators in Beacon's communication. This repository is a collection of Malleable C2 profiles that you may use. These profiles work with Cobalt Strike 3.x.","https://github.com/rsmudge/Malleable-C2-Profiles",,"1538","424","2014-07-14T15:02:42Z","2025-05-15T15:53:17Z"
"rsmudge/ElevateKit","The Elevate Kit demonstrates how to use third-party privilege escalation attacks with Cobalt Strike's Beacon payload.","https://github.com/rsmudge/ElevateKit","PowerShell","914","202","2016-12-08T03:51:09Z","2025-05-14T16:10:30Z"
"freeload101/Bloodhound-Portable","Bloodhound Portable for Windows","https://github.com/freeload101/Bloodhound-Portable","Batchfile","51","4","2022-02-10T19:43:35Z","2024-06-14T05:35:34Z"
"whitehat-zero/PowEnum","Executes common PowerSploit Powerview functions then combines output into a spreadsheet for easy analysis.","https://github.com/whitehat-zero/PowEnum","PowerShell","67","17","2017-03-08T14:23:18Z","2025-05-18T12:07:56Z"
"PowerShell/GPRegistryPolicyParser",,"https://github.com/PowerShell/GPRegistryPolicyParser","PowerShell","155","37","2016-06-02T23:14:44Z","2025-05-06T21:48:51Z"
"CCob/SharpBlock","A method of bypassing EDR's active projection DLL's by preventing entry point exection","https://github.com/CCob/SharpBlock","C#","1143","160","2020-06-14T10:32:16Z","2025-05-14T08:22:30Z"
"Apr4h/CobaltStrikeScan","Scan files or process memory for CobaltStrike beacons and parse their configuration","https://github.com/Apr4h/CobaltStrikeScan","C#","906","119","2020-09-04T14:45:07Z","2025-04-17T00:33:24Z"
"CCob/BeaconEye","Hunts out CobaltStrike beacons and logs operator command output","https://github.com/CCob/BeaconEye","C#","918","110","2021-08-08T10:48:26Z","2025-05-06T11:57:41Z"
"jekyc/wig","WebApp Information Gatherer","https://github.com/jekyc/wig","Python","543","170","2014-02-07T00:03:40Z","2025-04-28T08:43:36Z"
"praetorian-inc/PortBender","TCP Port Redirection Utility","https://github.com/praetorian-inc/PortBender","C","721","113","2021-05-27T02:46:29Z","2025-05-12T09:57:45Z"
"jwardsmith/Blue-Team-Scripts","Collection of blue team scripts, resources & configs.","https://github.com/jwardsmith/Blue-Team-Scripts","AutoIt","5","0","2021-06-06T21:26:17Z","2025-05-09T12:11:13Z"
"JohnHammond/security-resources","A communal outpouring of online resources for learning different things in cybersecurity","https://github.com/JohnHammond/security-resources",,"436","65","2021-09-15T02:39:51Z","2025-05-12T12:42:11Z"
"clinicallyinane/shellcode_launcher","Shellcode launcher utility","https://github.com/clinicallyinane/shellcode_launcher","C++","477","127","2014-02-14T21:32:54Z","2025-05-14T01:09:39Z"
"gurnec/HashCheck","HashCheck Shell Extension for Windows with added SHA2, SHA3, and multithreading; originally from code.kliu.org","https://github.com/gurnec/HashCheck","C","1861","202","2014-12-05T02:58:49Z","2025-05-18T06:51:40Z"
"berzerk0/Probable-Wordlists","Version 2 is live! Wordlists sorted by probability originally created for password generation and testing - make sure your passwords aren't popular!","https://github.com/berzerk0/Probable-Wordlists",,"8928","1608","2017-04-16T17:08:27Z","2025-05-17T16:16:37Z"
"danielmiessler/RobotsDisallowed","A curated list of the most common and most interesting robots.txt disallowed directories.","https://github.com/danielmiessler/RobotsDisallowed","Shell","1452","302","2015-09-21T18:34:59Z","2025-05-17T10:24:16Z"
"ANSSI-FR/AD-control-paths","Active Directory Control Paths auditing and graphing tools","https://github.com/ANSSI-FR/AD-control-paths","C","663","101","2014-07-07T15:26:43Z","2025-04-29T20:54:38Z"
"RedSiege/Egress-Assess","Egress-Assess is a tool used to test egress data detection capabilities","https://github.com/RedSiege/Egress-Assess","PowerShell","655","144","2014-12-10T13:39:11Z","2025-05-18T09:06:00Z"
"dionach/NtdsAudit","An Active Directory audit utility","https://github.com/dionach/NtdsAudit","C#","418","75","2017-09-25T10:29:04Z","2025-05-11T09:48:51Z"
"JacksonVD/PwnedPasswordsNTLM","Quick binary search for NTLM hash dataset","https://github.com/JacksonVD/PwnedPasswordsNTLM","C#","17","4","2018-08-29T13:54:13Z","2023-01-05T22:04:03Z"
"cyberark/zBang","zBang is a risk assessment tool that detects potential privileged account threats ","https://github.com/cyberark/zBang","C#","339","63","2018-10-17T11:32:42Z","2025-04-24T23:24:53Z"
"mandiant/flare-floss","FLARE Obfuscated String Solver - Automatically extract obfuscated strings from malware.","https://github.com/mandiant/flare-floss","Python","3527","478","2016-03-02T20:16:10Z","2025-05-17T20:37:34Z"
"icsharpcode/ILSpy",".NET Decompiler with support for PDB generation, ReadyToRun, Metadata (&more) - cross-platform!","https://github.com/icsharpcode/ILSpy","C#","22902","3461","2011-02-04T11:24:20Z","2025-05-18T12:01:35Z"
"x64dbg/x64dbg","An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.","https://github.com/x64dbg/x64dbg","C++","46026","2534","2015-04-11T20:48:23Z","2025-05-18T10:01:09Z"
"Raikia/CredNinja","A multithreaded tool designed to identify if credentials are valid, invalid, or local admin valid credentials within a network at-scale via SMB, plus now with a user hunter","https://github.com/Raikia/CredNinja","C#","449","82","2016-06-24T14:22:35Z","2025-04-03T01:02:51Z"
"kfosaaen/Get-LAPSPasswords","Powershell function to pull the local admin passwords from LDAP, stored there by LAPS.","https://github.com/kfosaaen/Get-LAPSPasswords","PowerShell","119","31","2015-05-05T01:33:47Z","2025-04-24T17:27:44Z"
"eladshamir/Internal-Monologue","Internal Monologue Attack: Retrieving NTLM Hashes without Touching LSASS","https://github.com/eladshamir/Internal-Monologue","C#","1522","239","2017-12-09T05:59:01Z","2025-05-17T07:15:49Z"
"denandz/KeeFarce","Extracts passwords from a KeePass 2.x database, directly from memory.","https://github.com/denandz/KeeFarce","C++","1009","132","2015-10-27T05:29:04Z","2025-05-17T16:15:07Z"
"GhostPack/KeeThief","Methods for attacking KeePass 2.X databases, including extracting of encryption key material from memory.","https://github.com/GhostPack/KeeThief","C#","948","155","2016-07-10T19:11:23Z","2025-05-16T23:09:01Z"
"cyberark/RiskySPN","Detect and abuse risky SPNs","https://github.com/cyberark/RiskySPN","PowerShell","262","73","2016-02-22T07:29:11Z","2025-04-18T05:03:00Z"
"ElevenPaths/FOCA","Tool to find metadata and hidden information in the documents.","https://github.com/ElevenPaths/FOCA","C#","3189","576","2017-10-02T17:05:06Z","2025-05-17T16:29:28Z"
"stufus/ADOffline","Imports an LDAP file from Active Directory for SQL based offline reconnisance","https://github.com/stufus/ADOffline","Python","53","15","2016-01-20T13:07:41Z","2025-04-17T00:40:44Z"
"hausec/Bloodhound-Custom-Queries","Custom Query list for the Bloodhound GUI based off my cheatsheet","https://github.com/hausec/Bloodhound-Custom-Queries",,"779","126","2019-12-13T03:28:33Z","2025-05-11T23:05:07Z"
"Raikia/Get-ReconInfo","A powershell script that prints a lot of IP and connection info to the screen","https://github.com/Raikia/Get-ReconInfo","PowerShell","31","4","2016-09-28T21:28:13Z","2025-02-22T12:31:44Z"
"OJ/gobuster","Directory/File, DNS and VHost busting tool written in Go","https://github.com/OJ/gobuster","Go","11724","1362","2014-11-14T13:18:35Z","2025-05-18T10:56:58Z"
"sensepost/gowitness","­ƒöì gowitness - a golang, web screenshot utility using Chrome Headless","https://github.com/sensepost/gowitness","Go","3727","383","2017-10-31T08:36:35Z","2025-05-18T10:38:10Z"
"outflanknl/Net-GPPPassword",".NET implementation of Get-GPPPassword. Retrieves the plaintext password and other information for accounts pushed through Group Policy Preferences.","https://github.com/outflanknl/Net-GPPPassword","C#","173","36","2019-10-14T12:35:46Z","2025-05-02T18:37:46Z"
"rgl/windows-domain-controller-vagrant","Example Windows Domain Controller","https://github.com/rgl/windows-domain-controller-vagrant","PowerShell","140","36","2016-05-01T15:04:12Z","2025-01-26T00:48:50Z"
"dirkjanm/PrivExchange","Exchange your privileges for Domain Admin privs by abusing Exchange","https://github.com/dirkjanm/PrivExchange","Python","1014","174","2019-01-21T17:39:47Z","2025-05-18T00:52:59Z"
"sensepost/ruler","A tool to abuse Exchange services","https://github.com/sensepost/ruler","Go","2224","362","2016-08-18T15:05:13Z","2025-05-11T04:39:07Z"
"FSecureLABS/SharpClipHistory","SharpClipHistory is a .NET application written in C# that can be used to read the contents of a user's clipboard history in Windows 10 starting from the 1809 Build.","https://github.com/FSecureLABS/SharpClipHistory","C#","195","32","2019-04-25T22:17:08Z","2025-05-09T23:09:35Z"
"panagioto/SharpExchangePriv","A C# implementation of PrivExchange by @_dirkjan.","https://github.com/panagioto/SharpExchangePriv","C#","156","32","2019-02-03T17:20:20Z","2025-05-08T17:52:20Z"
"anthemtotheego/SharpExec",,"https://github.com/anthemtotheego/SharpExec","C#","347","60","2019-02-25T02:12:59Z","2025-05-08T12:01:22Z"
"rasta-mouse/TikiTorch","Process Injection","https://github.com/rasta-mouse/TikiTorch","C#","761","139","2019-02-19T14:49:17Z","2025-04-17T00:38:03Z"
"lanmaster53/ptscripts",,"https://github.com/lanmaster53/ptscripts","Python","44","23","2016-07-13T04:46:28Z","2025-05-03T09:45:45Z"
"praetorian-inc/vulcan","a tool to make it easy and fast to test various forms of injection","https://github.com/praetorian-inc/vulcan","C++","173","38","2019-05-02T15:58:50Z","2025-04-16T23:42:57Z"
"peewpw/Invoke-PSImage","Encodes a PowerShell script in the pixels of a PNG file and generates a oneliner to execute","https://github.com/peewpw/Invoke-PSImage","PowerShell","2178","399","2017-12-17T18:41:44Z","2025-05-14T07:15:06Z"
"nettitude/Invoke-PowerThIEf","The PowerThIEf, an Internet Explorer Post Exploitation library","https://github.com/nettitude/Invoke-PowerThIEf","PowerShell","131","29","2018-07-10T09:14:58Z","2025-05-02T16:38:29Z"
"curi0usJack/luckystrike","A PowerShell based utility for the creation of malicious Office macro documents.","https://github.com/curi0usJack/luckystrike","PowerShell","1105","240","2016-09-22T18:57:50Z","2025-05-08T12:01:12Z"
"threatexpress/metatwin","The project is designed as a file resource cloner.  Metadata, including digital signature, is extracted from one file and injected into another.","https://github.com/threatexpress/metatwin","HTML","345","70","2017-10-08T13:26:00Z","2025-04-21T00:28:45Z"
"outflanknl/NetshHelperBeacon","Example DLL to load from Windows NetShell","https://github.com/outflanknl/NetshHelperBeacon","C++","180","35","2016-09-26T12:52:02Z","2025-05-16T01:49:13Z"
"cammurray/orca","The Microsoft Defender for Office 365 Recommended Configuration Analyzer (ORCA)","https://github.com/cammurray/orca","PowerShell","334","54","2019-11-13T09:25:51Z","2025-05-13T03:27:35Z"
"gtworek/PSBits","Simple (relatively) things allowing you to dig a bit deeper than usual.","https://github.com/gtworek/PSBits","C","3345","543","2019-06-29T13:22:36Z","2025-05-18T04:43:51Z"
"mattifestation/PSReflect","Easily define in-memory enums, structs, and Win32 functions in PowerShell","https://github.com/mattifestation/PSReflect","PowerShell","222","59","2014-09-20T16:00:21Z","2025-04-11T21:25:46Z"
"G0ldenGunSec/PowerPriv","A Powershell implementation of PrivExchange designed to run under the current user's context","https://github.com/G0ldenGunSec/PowerPriv","PowerShell","124","28","2019-01-31T00:40:06Z","2025-02-02T12:16:33Z"
"outflanknl/Dumpert","LSASS memory dumper using direct system calls and API unhooking.","https://github.com/outflanknl/Dumpert","C","1531","244","2019-06-17T18:22:01Z","2025-05-06T22:46:34Z"
"outflanknl/EvilClippy","A cross-platform assistant for creating malicious MS Office documents. Can hide VBA macros, stomp VBA code (via P-Code) and confuse macro analysis tools. Runs on Linux, OSX and Windows.","https://github.com/outflanknl/EvilClippy","C#","2170","400","2019-03-26T12:14:03Z","2025-05-15T02:23:02Z"
"gdedrouas/Exchange-AD-Privesc","Exchange privilege escalations to Active Directory","https://github.com/gdedrouas/Exchange-AD-Privesc","PowerShell","764","115","2018-02-27T07:14:35Z","2025-05-15T06:59:57Z"
"med0x2e/GadgetToJScript","A tool for generating .NET serialized gadgets that can trigger .NET assembly load/execution when deserialized using BinaryFormatter from JS/VBS/VBA based scripts.","https://github.com/med0x2e/GadgetToJScript","C#","950","167","2019-10-05T12:27:19Z","2025-05-17T19:14:01Z"
"enigma0x3/Generate-Macro","This Powershell script will generate a malicious Microsoft Office document with a specified payload and persistence method.","https://github.com/enigma0x3/Generate-Macro","PowerShell","677","208","2015-01-09T01:34:22Z","2025-03-12T07:00:19Z"
"GoFetchAD/GoFetch","GoFetch is a tool to automatically exercise an attack plan generated by the BloodHound application.","https://github.com/GoFetchAD/GoFetch","PowerShell","632","99","2017-04-11T10:45:23Z","2025-05-08T12:01:14Z"
"Arvanaghi/CheckPlease","Sandbox evasion modules written in PowerShell, Python, Go, Ruby, C, C#, Perl, and Rust.","https://github.com/Arvanaghi/CheckPlease","Go","919","157","2017-03-13T22:51:30Z","2025-05-02T19:34:25Z"
"nccgroup/demiguise","HTA encryption tool for RedTeams","https://github.com/nccgroup/demiguise","Python","1395","254","2017-07-26T08:56:15Z","2025-05-08T10:02:37Z"
"tyranid/DotNetToJScript","A tool to create a JScript file which loads a .NET v2 assembly from memory.","https://github.com/tyranid/DotNetToJScript","C#","1279","304","2017-04-08T23:41:17Z","2025-05-07T01:31:10Z"
"danielbohannon/Invoke-DOSfuscation","Cmd.exe Command Obfuscation Generator & Detection Test Harness","https://github.com/danielbohannon/Invoke-DOSfuscation","PowerShell","882","139","2018-03-19T16:47:54Z","2025-04-29T01:45:03Z"
"cobbr/PSAmsi","PSAmsi is a tool for auditing and defeating AMSI signatures.","https://github.com/cobbr/PSAmsi","PowerShell","390","73","2017-09-22T11:48:47Z","2025-04-03T12:29:53Z"
"joesecurity/pafishmacro","Pafish Macro is a Macro enabled Office Document to detect malware analysis systems and sandboxes. It uses evasion & detection techniques implemented by malicious documents.","https://github.com/joesecurity/pafishmacro","Visual Basic","282","64","2016-10-04T12:39:08Z","2025-04-27T23:04:09Z"
"Mr-Un1k0d3r/PowerLessShell","Run PowerShell command without invoking powershell.exe","https://github.com/Mr-Un1k0d3r/PowerLessShell","Python","1505","254","2017-05-29T23:03:52Z","2025-05-17T00:03:16Z"
"Cn33liz/StarFighters","A JavaScript and VBScript Based Empire Launcher, which runs within their own embedded PowerShell Host.","https://github.com/Cn33liz/StarFighters","Visual Basic","320","54","2017-06-05T18:28:22Z","2025-05-08T12:01:15Z"
"jthuraisamy/SysWhispers","AV/EDR evasion via direct system calls.","https://github.com/jthuraisamy/SysWhispers","Assembly","1870","269","2019-12-08T17:42:40Z","2025-05-14T15:45:12Z"
"RedSiege/WMIOps","This repo is for WMIOps, a powershell script which uses WMI for various purposes across a network.","https://github.com/RedSiege/WMIOps","PowerShell","384","87","2015-11-20T16:33:51Z","2025-04-17T00:44:14Z"
"friedrich/hans","IP over ICMP","https://github.com/friedrich/hans","C++","452","76","2013-05-11T23:23:40Z","2025-04-20T19:49:54Z"
"cliffe/SecGen","Create randomly insecure VMs","https://github.com/cliffe/SecGen","Python","2677","321","2015-01-29T16:33:04Z","2025-05-15T11:11:45Z"
"aboutsecurity/blueteam_homelabs","Great List of Resources to Build an Enterprise Grade Home Lab","https://github.com/aboutsecurity/blueteam_homelabs",,"833","96","2020-05-10T19:45:16Z","2025-05-17T16:20:43Z"
"vxunderground/VXUG-Papers","Research code & papers from members of vx-underground.","https://github.com/vxunderground/VXUG-Papers","C","1236","242","2020-10-11T05:30:35Z","2025-05-16T02:15:24Z"
