repo_full_name,repo_url,description,stars,list_name
JohnHammond/poor-mans-pentest,https://github.com/JohnHammond/poor-mans-pentest,This a collection of the code that I have written for the Poor Man's Pentest presentation.,564,Penetration Testing
d1pakda5/PowerShell-for-Pentesters,https://github.com/d1pakda5/PowerShell-for-Pentesters,PowerShell for Pentesters,168,Penetration Testing
darkoperator/Posh-SSH,https://github.com/darkoperator/Posh-SSH,PowerShell Module for automating tasks on remote systems using SSH,1004,Penetration Testing
darkoperator/dnsrecon,https://github.com/darkoperator/dnsrecon,DNS Enumeration Script,2770,Penetration Testing
darkoperator/Posh-Shodan,https://github.com/darkoperator/Posh-Shodan,PowerShell Module to interact with the Shodan service,140,Penetration Testing
darkoperator/Posh-SecMod,https://github.com/darkoperator/Posh-SecMod,PowerShell Module with Security cmdlets for security work ,443,Penetration Testing
Invoke-IR/Uproot,https://github.com/Invoke-IR/Uproot,Currently not updated for WMIEvent module...,263,Penetration Testing
proxb/PoshEventUI,https://github.com/proxb/PoshEventUI,UI used to manage Permanent WMI Event Consumers,13,Penetration Testing
RedSiege/WMImplant,https://github.com/RedSiege/WMImplant,This is a PowerShell based tool that is designed to act like a RAT. Its interface is that of a shell where any command that is supported is translated into a WMI-equivalent for use on a network/remote machine. WMImplant is WMI based.,815,Penetration Testing
Sw4mpf0x/PowerLurk,https://github.com/Sw4mpf0x/PowerLurk,Malicious WMI Events using PowerShell,386,Penetration Testing
0xbadjuju/WheresMyImplant,https://github.com/0xbadjuju/WheresMyImplant,A Bring Your Own Land Toolkit that Doubles as a WMI Provider,285,Penetration Testing
0xbadjuju/PowerProvider,https://github.com/0xbadjuju/PowerProvider,,40,Penetration Testing
hacktoolspack/hack-tools,https://github.com/hacktoolspack/hack-tools,hack tools,1113,Penetration Testing
AlessandroZ/LaZagne,https://github.com/AlessandroZ/LaZagne,Credentials recovery project,10043,Penetration Testing
InteliSecureLabs/Linux_Exploit_Suggester,https://github.com/InteliSecureLabs/Linux_Exploit_Suggester,Linux Exploit Suggester; based on operating system release number ,1788,Penetration Testing
jaredcatkinson/EvilNetConnectionWMIProvider,https://github.com/jaredcatkinson/EvilNetConnectionWMIProvider,,79,Penetration Testing
bettercap/bettercap,https://github.com/bettercap/bettercap,"The Swiss Army knife for 802.11, BLE, HID, CAN-bus, IPv4 and IPv6 networks reconnaissance and MITM attacks.",17594,Penetration Testing
coj337/TheSprayer,https://github.com/coj337/TheSprayer,TheSprayer is a cross-platform tool designed to help penetration testers spray passwords against an Active Directory domain without locking out accounts. ,34,Penetration Testing
jfmaes/SharpLNKGen-UI,https://github.com/jfmaes/SharpLNKGen-UI,UI for creating LNKs,104,Penetration Testing
nullbind/Powershellery,https://github.com/nullbind/Powershellery,This repo contains Powershell scripts used for general hackery.,572,Penetration Testing
skelsec/pypykatz,https://github.com/skelsec/pypykatz,Mimikatz implementation in pure Python,3022,Penetration Testing
byt3bl33d3r/arpspoof,https://github.com/byt3bl33d3r/arpspoof,Python clone of arpspoof that can poison hosts via arp-requests as well as arp-replies,193,Penetration Testing
byt3bl33d3r/OffensiveNim,https://github.com/byt3bl33d3r/OffensiveNim,My experiments in weaponizing Nim (https://nim-lang.org/),2930,Penetration Testing
ShawnDEvans/smbmap,https://github.com/ShawnDEvans/smbmap,SMBMap is a handy SMB enumeration tool,1899,Penetration Testing
jobroche/CredCrack,https://github.com/jobroche/CredCrack,A fast and stealthy credential harvester,623,Penetration Testing
maaaaz/CrackMapExecWin,https://github.com/maaaaz/CrackMapExecWin,The great CrackMapExec tool compiled for Windows,260,Penetration Testing
r4wd3r/RID-Hijacking,https://github.com/r4wd3r/RID-Hijacking,Windows RID Hijacking persistence technique,174,Penetration Testing
xorrior/RandomPS-Scripts,https://github.com/xorrior/RandomPS-Scripts,PowerShell Scripts focused on Post-Exploitation Capabilities,318,Penetration Testing
jborean93/pypsrp,https://github.com/jborean93/pypsrp,PowerShell Remoting Protocol for Python,343,Penetration Testing
NytroRST/NetRipper,https://github.com/NytroRST/NetRipper,NetRipper - Smart traffic sniffing for penetration testers,1370,Penetration Testing
huntergregal/mimipenguin,https://github.com/huntergregal/mimipenguin,A tool to dump the login password from the current linux user,3951,Penetration Testing
orlyjamie/mimikittenz,https://github.com/orlyjamie/mimikittenz,A post-exploitation powershell tool for extracting juicy info from memory.,1844,Penetration Testing
klsecservices/Invoke-Vnc,https://github.com/klsecservices/Invoke-Vnc,Powershell VNC injector,337,Penetration Testing
ctxis/wsuspect-proxy,https://github.com/ctxis/wsuspect-proxy,WSUSpect Proxy - a tool for MITM'ing insecure WSUS connections,241,Penetration Testing
pimps/wsuxploit,https://github.com/pimps/wsuxploit,This is a weaponized WSUS exploit,285,Penetration Testing
initstring/dirty_sock,https://github.com/initstring/dirty_sock,Linux privilege escalation exploit via snapd (CVE-2019-7304),669,Penetration Testing
Kevin-Robertson/Inveigh,https://github.com/Kevin-Robertson/Inveigh,.NET IPv4/IPv6 machine-in-the-middle tool for penetration testers,2702,Penetration Testing
padovah4ck/PSByPassCLM,https://github.com/padovah4ck/PSByPassCLM,Bypass for PowerShell Constrained Language Mode,390,Penetration Testing
the-useless-one/pywerview,https://github.com/the-useless-one/pywerview,A (partial) Python rewriting of PowerSploit's PowerView,986,Penetration Testing
leechristensen/SpoolSample,https://github.com/leechristensen/SpoolSample,PoC tool to coerce Windows hosts authenticate to other machines via the MS-RPRN RPC interface.  This is possible via other protocols as well.,1004,Penetration Testing
ihebski/rs,https://github.com/ihebski/rs,Reverse shell auto generator used for Hackthebox/OSCP/Pentest/LABExp,41,Penetration Testing
mattifestation/WMI_Backdoor,https://github.com/mattifestation/WMI_Backdoor,A PoC WMI backdoor presented at Black Hat 2015,273,Penetration Testing
S3cur3Th1sSh1t/Creds,https://github.com/S3cur3Th1sSh1t/Creds,Some usefull Scripts and Executables for Pentest & Forensics,1116,Penetration Testing
S3cur3Th1sSh1t/Amsi-Bypass-Powershell,https://github.com/S3cur3Th1sSh1t/Amsi-Bypass-Powershell,This repo contains some Amsi Bypass methods i found on different Blog Posts.,1909,Penetration Testing
S3cur3Th1sSh1t/WinPwn,https://github.com/S3cur3Th1sSh1t/WinPwn,Automation for internal Windows Penetrationtest / AD-Security,3488,Penetration Testing
1N3/Sn1per,https://github.com/1N3/Sn1per,Attack Surface Management Platform,8733,Penetration Testing
p3nt4/PowerShdll,https://github.com/p3nt4/PowerShdll,Run PowerShell with rundll32. Bypass software restrictions.,1799,Penetration Testing
TarlogicSecurity/kerbrute,https://github.com/TarlogicSecurity/kerbrute,An script to perform kerberos bruteforcing by using impacket,448,Penetration Testing
FSecureLABS/SharpGPOAbuse,https://github.com/FSecureLABS/SharpGPOAbuse,SharpGPOAbuse is a .NET application written in C# that can be used to take advantage of a user's edit rights on a Group Policy Object (GPO) in order to compromise the objects that are controlled by that GPO.,1173,Penetration Testing
csmutz/pdfrate,https://github.com/csmutz/pdfrate,,11,Penetration Testing
srndic/mimicus,https://github.com/srndic/mimicus,A library for adversarial classifier evasion,42,Penetration Testing
uvasrg/EvadeML,https://github.com/uvasrg/EvadeML,An evolutionary framework for evading machine learning-based malware classifiers.,110,Penetration Testing
D4Vinci/Dr0p1t-Framework,https://github.com/D4Vinci/Dr0p1t-Framework,A framework that create an advanced stealthy dropper that bypass most AVs and have a lot of tricks,1410,Penetration Testing
secretsquirrel/the-backdoor-factory,https://github.com/secretsquirrel/the-backdoor-factory,"Patch PE, ELF, Mach-O binaries with shellcode new version in development, available only to sponsors",3377,Penetration Testing
antonioCoco/ConPtyShell,https://github.com/antonioCoco/ConPtyShell,ConPtyShell - Fully Interactive Reverse Shell for Windows,1114,Penetration Testing
danielbohannon/Invoke-CradleCrafter,https://github.com/danielbohannon/Invoke-CradleCrafter,PowerShell Remote Download Cradle Generator & Obfuscator,837,Penetration Testing
JavelinNetworks/HoneypotBuster,https://github.com/JavelinNetworks/HoneypotBuster,,282,Penetration Testing
TH3xACE/SUDO_KILLER,https://github.com/TH3xACE/SUDO_KILLER,"A tool designed to exploit a privilege escalation vulnerability in the sudo program on Unix-like systems. It takes advantage of a specific misconfiguration or flaw in sudo to gain elevated privileges on the system, essentially allowing a regular user to execute commands as the root user.",2310,Penetration Testing
samratashok/RACE,https://github.com/samratashok/RACE,RACE is a PowerShell module for executing ACL attacks against Windows targets.,223,Penetration Testing
samratashok/Deploy-Deception,https://github.com/samratashok/Deploy-Deception,A PowerShell module to deploy active directory decoy objects.,228,Penetration Testing
tedmdelacruz/recon-scripts,https://github.com/tedmdelacruz/recon-scripts,A simple reconnaissance framework for bug bounty hunting,35,Penetration Testing
canix1/ADACLScanner,https://github.com/canix1/ADACLScanner,Repo for ADACLScan.ps1 - Your number one script for ACL's in Active Directory,1022,Penetration Testing
carlospolop/winPE,https://github.com/carlospolop/winPE,Windows privilege escalation with cmd,91,Penetration Testing
carlospolop/legion,https://github.com/carlospolop/legion,Automatic Enumeration Tool based in Open Source tools,927,Penetration Testing
antonioCoco/RoguePotato,https://github.com/antonioCoco/RoguePotato,Another Windows Local Privilege Escalation from Service Account to System,1088,Penetration Testing
NetSPI/PowerShell,https://github.com/NetSPI/PowerShell,NetSPI PowerShell Scripts,332,Penetration Testing
NetSPI/PESecurity,https://github.com/NetSPI/PESecurity,"PowerShell module to check if a Windows binary (EXE/DLL) has been compiled with ASLR, DEP, SafeSEH, StrongNaming, and Authenticode.",641,Penetration Testing
gentilkiwi/kekeo,https://github.com/gentilkiwi/kekeo,A little toolbox to play with Microsoft Kerberos in C,1468,Penetration Testing
lucky-luk3/ActiveDirectory,https://github.com/lucky-luk3/ActiveDirectory,Apuntes Pentesting a ActiveDirectory PentesterAcademy,16,Penetration Testing
Mr-Un1k0d3r/SCShell,https://github.com/Mr-Un1k0d3r/SCShell,Fileless lateral movement tool that relies on ChangeServiceConfigA to run command,1500,Penetration Testing
antonioCoco/RunasCs,https://github.com/antonioCoco/RunasCs,RunasCs - Csharp and open version of windows builtin runas.exe,1171,Penetration Testing
HarmJ0y/DAMP,https://github.com/HarmJ0y/DAMP,The Discretionary ACL Modification Project: Persistence Through Host-based Security Descriptor Modification,379,Penetration Testing
calebstewart/pwncat,https://github.com/calebstewart/pwncat,Fancy reverse and bind shell handler,2750,Penetration Testing
cytopia/pwncat,https://github.com/cytopia/pwncat,"pwncat - netcat on steroids with Firewall, IDS/IPS evasion, bind and reverse shell, self-injecting shell and port forwarding magic - and its fully scriptable with Python (PSE)",1862,Penetration Testing
ecki/net-tools,https://github.com/ecki/net-tools,Linux base networking tools,266,Penetration Testing
decoder-it/juicy-potato,https://github.com/decoder-it/juicy-potato,"A sugared version of RottenPotatoNG, with a bit of juice, i.e. another Local Privilege Escalation tool, from a Windows Service Accounts to NT AUTHORITY\SYSTEM. ",63,Penetration Testing
netwrix/pingcastle,https://github.com/netwrix/pingcastle,PingCastle - Get Active Directory Security at 80% in 20% of the time,2506,Penetration Testing
itm4n/PrivescCheck,https://github.com/itm4n/PrivescCheck,Privilege Escalation Enumeration Script for Windows,3281,Penetration Testing
ohpe/juicy-potato,https://github.com/ohpe/juicy-potato,"A sugared version of RottenPotatoNG, with a bit of juice, i.e. another Local Privilege Escalation tool, from a Windows Service Accounts to NT AUTHORITY\SYSTEM. ",2565,Penetration Testing
TimelineSec/ATTCK-Tools-library,https://github.com/TimelineSec/ATTCK-Tools-library,TimelineSec ATT&CK 工具库,259,Penetration Testing
threatexpress/malleable-c2,https://github.com/threatexpress/malleable-c2,Cobalt Strike Malleable C2 Design and Reference Guide,1681,Penetration Testing
MichaelGrafnetter/DSInternals,https://github.com/MichaelGrafnetter/DSInternals, Directory Services Internals (DSInternals) PowerShell Module and Framework,1777,Penetration Testing
enjoiz/Privesc,https://github.com/enjoiz/Privesc,Windows batch script that finds misconfiguration issues which can lead to privilege escalation.,607,Penetration Testing
gangstanthony/PowerShell,https://github.com/gangstanthony/PowerShell,My PS Scripts,351,Penetration Testing
fox-it/Invoke-ACLPwn,https://github.com/fox-it/Invoke-ACLPwn,,520,Penetration Testing
fox-it/aclpwn.py,https://github.com/fox-it/aclpwn.py,Active Directory ACL exploitation with BloodHound,724,Penetration Testing
Ettercap/ettercap,https://github.com/Ettercap/ettercap,Ettercap Project,2526,Penetration Testing
brav0hax/easy-creds,https://github.com/brav0hax/easy-creds,,282,Penetration Testing
rapid7/metasploit-payloads,https://github.com/rapid7/metasploit-payloads,Unified repository for different Metasploit Framework payloads,1838,Penetration Testing
